"metric_id","rule_id","metric_name","indicator","value"
1,1,"Pearson correlation","time_sec",0
1,1,"Pearson correlation","memory_delta_gc_units",558
1,1,"Pearson correlation","model_object_size_bytes",23264
1,1,"Pearson correlation","tanimoto_distance",0.846153846153846
1,1,"Pearson correlation","pct_true_influencing_found",16.6666666666667
1,1,"Pearson correlation","pct_true_noninfluencing_found",90.9090909090909
1,1,"Pearson correlation","pct_missing_influencing",83.3333333333333
1,1,"Pearson correlation","pct_included_noninfluencing",9.09090909090909
1,1,"Pearson correlation","n_selected",3
1,2,"Pearson correlation","time_sec",0
1,2,"Pearson correlation","memory_delta_gc_units",1134
1,2,"Pearson correlation","model_object_size_bytes",42304
1,2,"Pearson correlation","tanimoto_distance",0.466666666666667
1,2,"Pearson correlation","pct_true_influencing_found",66.6666666666667
1,2,"Pearson correlation","pct_true_noninfluencing_found",72.7272727272727
1,2,"Pearson correlation","pct_missing_influencing",33.3333333333333
1,2,"Pearson correlation","pct_included_noninfluencing",27.2727272727273
1,2,"Pearson correlation","n_selected",11
1,3,"Pearson correlation","time_sec",0
1,3,"Pearson correlation","memory_delta_gc_units",558
1,3,"Pearson correlation","model_object_size_bytes",23264
1,3,"Pearson correlation","tanimoto_distance",0.846153846153846
1,3,"Pearson correlation","pct_true_influencing_found",16.6666666666667
1,3,"Pearson correlation","pct_true_noninfluencing_found",90.9090909090909
1,3,"Pearson correlation","pct_missing_influencing",83.3333333333333
1,3,"Pearson correlation","pct_included_noninfluencing",9.09090909090909
1,3,"Pearson correlation","n_selected",3
1,4,"Pearson correlation","time_sec",0.0199999999995271
1,4,"Pearson correlation","memory_delta_gc_units",369
1,4,"Pearson correlation","model_object_size_bytes",15840
1,4,"Pearson correlation","tanimoto_distance",1
1,4,"Pearson correlation","pct_true_influencing_found",0
1,4,"Pearson correlation","pct_true_noninfluencing_found",100
1,4,"Pearson correlation","pct_missing_influencing",100
1,4,"Pearson correlation","pct_included_noninfluencing",0
1,4,"Pearson correlation","n_selected",0
1,5,"Pearson correlation","time_sec",0
1,5,"Pearson correlation","memory_delta_gc_units",701
1,5,"Pearson correlation","model_object_size_bytes",27856
1,5,"Pearson correlation","tanimoto_distance",0.785714285714286
1,5,"Pearson correlation","pct_true_influencing_found",25
1,5,"Pearson correlation","pct_true_noninfluencing_found",81.8181818181818
1,5,"Pearson correlation","pct_missing_influencing",75
1,5,"Pearson correlation","pct_included_noninfluencing",18.1818181818182
1,5,"Pearson correlation","n_selected",5
2,1,"Spearman correlation","time_sec",0
2,1,"Spearman correlation","memory_delta_gc_units",558
2,1,"Spearman correlation","model_object_size_bytes",23264
2,1,"Spearman correlation","tanimoto_distance",0.846153846153846
2,1,"Spearman correlation","pct_true_influencing_found",16.6666666666667
2,1,"Spearman correlation","pct_true_noninfluencing_found",90.9090909090909
2,1,"Spearman correlation","pct_missing_influencing",83.3333333333333
2,1,"Spearman correlation","pct_included_noninfluencing",9.09090909090909
2,1,"Spearman correlation","n_selected",3
2,2,"Spearman correlation","time_sec",0
2,2,"Spearman correlation","memory_delta_gc_units",1195
2,2,"Spearman correlation","model_object_size_bytes",44592
2,2,"Spearman correlation","tanimoto_distance",0.4
2,2,"Spearman correlation","pct_true_influencing_found",75
2,2,"Spearman correlation","pct_true_noninfluencing_found",72.7272727272727
2,2,"Spearman correlation","pct_missing_influencing",25
2,2,"Spearman correlation","pct_included_noninfluencing",27.2727272727273
2,2,"Spearman correlation","n_selected",12
2,3,"Spearman correlation","time_sec",0
2,3,"Spearman correlation","memory_delta_gc_units",558
2,3,"Spearman correlation","model_object_size_bytes",23264
2,3,"Spearman correlation","tanimoto_distance",0.846153846153846
2,3,"Spearman correlation","pct_true_influencing_found",16.6666666666667
2,3,"Spearman correlation","pct_true_noninfluencing_found",90.9090909090909
2,3,"Spearman correlation","pct_missing_influencing",83.3333333333333
2,3,"Spearman correlation","pct_included_noninfluencing",9.09090909090909
2,3,"Spearman correlation","n_selected",3
2,4,"Spearman correlation","time_sec",0.0100000000002183
2,4,"Spearman correlation","memory_delta_gc_units",369
2,4,"Spearman correlation","model_object_size_bytes",15840
2,4,"Spearman correlation","tanimoto_distance",1
2,4,"Spearman correlation","pct_true_influencing_found",0
2,4,"Spearman correlation","pct_true_noninfluencing_found",100
2,4,"Spearman correlation","pct_missing_influencing",100
2,4,"Spearman correlation","pct_included_noninfluencing",0
2,4,"Spearman correlation","n_selected",0
2,5,"Spearman correlation","time_sec",0
2,5,"Spearman correlation","memory_delta_gc_units",811
2,5,"Spearman correlation","model_object_size_bytes",32400
2,5,"Spearman correlation","tanimoto_distance",0.538461538461538
2,5,"Spearman correlation","pct_true_influencing_found",50
2,5,"Spearman correlation","pct_true_noninfluencing_found",90.9090909090909
2,5,"Spearman correlation","pct_missing_influencing",50
2,5,"Spearman correlation","pct_included_noninfluencing",9.09090909090909
2,5,"Spearman correlation","n_selected",7
3,1,"Kendall tau","time_sec",0.0100000000002183
3,1,"Kendall tau","memory_delta_gc_units",558
3,1,"Kendall tau","model_object_size_bytes",23264
3,1,"Kendall tau","tanimoto_distance",0.846153846153846
3,1,"Kendall tau","pct_true_influencing_found",16.6666666666667
3,1,"Kendall tau","pct_true_noninfluencing_found",90.9090909090909
3,1,"Kendall tau","pct_missing_influencing",83.3333333333333
3,1,"Kendall tau","pct_included_noninfluencing",9.09090909090909
3,1,"Kendall tau","n_selected",3
3,2,"Kendall tau","time_sec",0
3,2,"Kendall tau","memory_delta_gc_units",706
3,2,"Kendall tau","model_object_size_bytes",27856
3,2,"Kendall tau","tanimoto_distance",0.692307692307692
3,2,"Kendall tau","pct_true_influencing_found",33.3333333333333
3,2,"Kendall tau","pct_true_noninfluencing_found",90.9090909090909
3,2,"Kendall tau","pct_missing_influencing",66.6666666666667
3,2,"Kendall tau","pct_included_noninfluencing",9.09090909090909
3,2,"Kendall tau","n_selected",5
3,3,"Kendall tau","time_sec",0
3,3,"Kendall tau","memory_delta_gc_units",558
3,3,"Kendall tau","model_object_size_bytes",23264
3,3,"Kendall tau","tanimoto_distance",0.846153846153846
3,3,"Kendall tau","pct_true_influencing_found",16.6666666666667
3,3,"Kendall tau","pct_true_noninfluencing_found",90.9090909090909
3,3,"Kendall tau","pct_missing_influencing",83.3333333333333
3,3,"Kendall tau","pct_included_noninfluencing",9.09090909090909
3,3,"Kendall tau","n_selected",3
3,4,"Kendall tau","time_sec",0.0100000000002183
3,4,"Kendall tau","memory_delta_gc_units",369
3,4,"Kendall tau","model_object_size_bytes",15840
3,4,"Kendall tau","tanimoto_distance",1
3,4,"Kendall tau","pct_true_influencing_found",0
3,4,"Kendall tau","pct_true_noninfluencing_found",100
3,4,"Kendall tau","pct_missing_influencing",100
3,4,"Kendall tau","pct_included_noninfluencing",0
3,4,"Kendall tau","n_selected",0
3,5,"Kendall tau","time_sec",0.00999999999930878
3,5,"Kendall tau","memory_delta_gc_units",755
3,5,"Kendall tau","model_object_size_bytes",30176
3,5,"Kendall tau","tanimoto_distance",0.615384615384615
3,5,"Kendall tau","pct_true_influencing_found",41.6666666666667
3,5,"Kendall tau","pct_true_noninfluencing_found",90.9090909090909
3,5,"Kendall tau","pct_missing_influencing",58.3333333333333
3,5,"Kendall tau","pct_included_noninfluencing",9.09090909090909
3,5,"Kendall tau","n_selected",6
4,1,"Hoeffding's D","time_sec",0
4,1,"Hoeffding's D","memory_delta_gc_units",558
4,1,"Hoeffding's D","model_object_size_bytes",23264
4,1,"Hoeffding's D","tanimoto_distance",0.846153846153846
4,1,"Hoeffding's D","pct_true_influencing_found",16.6666666666667
4,1,"Hoeffding's D","pct_true_noninfluencing_found",90.9090909090909
4,1,"Hoeffding's D","pct_missing_influencing",83.3333333333333
4,1,"Hoeffding's D","pct_included_noninfluencing",9.09090909090909
4,1,"Hoeffding's D","n_selected",3
4,2,"Hoeffding's D","time_sec",0
4,2,"Hoeffding's D","memory_delta_gc_units",369
4,2,"Hoeffding's D","model_object_size_bytes",15840
4,2,"Hoeffding's D","tanimoto_distance",1
4,2,"Hoeffding's D","pct_true_influencing_found",0
4,2,"Hoeffding's D","pct_true_noninfluencing_found",100
4,2,"Hoeffding's D","pct_missing_influencing",100
4,2,"Hoeffding's D","pct_included_noninfluencing",0
4,2,"Hoeffding's D","n_selected",0
4,3,"Hoeffding's D","time_sec",0
4,3,"Hoeffding's D","memory_delta_gc_units",553
4,3,"Hoeffding's D","model_object_size_bytes",23264
4,3,"Hoeffding's D","tanimoto_distance",0.846153846153846
4,3,"Hoeffding's D","pct_true_influencing_found",16.6666666666667
4,3,"Hoeffding's D","pct_true_noninfluencing_found",90.9090909090909
4,3,"Hoeffding's D","pct_missing_influencing",83.3333333333333
4,3,"Hoeffding's D","pct_included_noninfluencing",9.09090909090909
4,3,"Hoeffding's D","n_selected",3
4,4,"Hoeffding's D","time_sec",0.0100000000002183
4,4,"Hoeffding's D","memory_delta_gc_units",369
4,4,"Hoeffding's D","model_object_size_bytes",15840
4,4,"Hoeffding's D","tanimoto_distance",1
4,4,"Hoeffding's D","pct_true_influencing_found",0
4,4,"Hoeffding's D","pct_true_noninfluencing_found",100
4,4,"Hoeffding's D","pct_missing_influencing",100
4,4,"Hoeffding's D","pct_included_noninfluencing",0
4,4,"Hoeffding's D","n_selected",0
4,5,"Hoeffding's D","time_sec",0.0200000000004366
4,5,"Hoeffding's D","memory_delta_gc_units",1315
4,5,"Hoeffding's D","model_object_size_bytes",49152
4,5,"Hoeffding's D","tanimoto_distance",0.470588235294118
4,5,"Hoeffding's D","pct_true_influencing_found",75
4,5,"Hoeffding's D","pct_true_noninfluencing_found",54.5454545454545
4,5,"Hoeffding's D","pct_missing_influencing",25
4,5,"Hoeffding's D","pct_included_noninfluencing",45.4545454545455
4,5,"Hoeffding's D","n_selected",14
5,1,"Bergsma–Dassios tau","time_sec",0
5,1,"Bergsma–Dassios tau","memory_delta_gc_units",558
5,1,"Bergsma–Dassios tau","model_object_size_bytes",23264
5,1,"Bergsma–Dassios tau","tanimoto_distance",0.846153846153846
5,1,"Bergsma–Dassios tau","pct_true_influencing_found",16.6666666666667
5,1,"Bergsma–Dassios tau","pct_true_noninfluencing_found",90.9090909090909
5,1,"Bergsma–Dassios tau","pct_missing_influencing",83.3333333333333
5,1,"Bergsma–Dassios tau","pct_included_noninfluencing",9.09090909090909
5,1,"Bergsma–Dassios tau","n_selected",3
5,2,"Bergsma–Dassios tau","time_sec",0
5,2,"Bergsma–Dassios tau","memory_delta_gc_units",369
5,2,"Bergsma–Dassios tau","model_object_size_bytes",15840
5,2,"Bergsma–Dassios tau","tanimoto_distance",1
5,2,"Bergsma–Dassios tau","pct_true_influencing_found",0
5,2,"Bergsma–Dassios tau","pct_true_noninfluencing_found",100
5,2,"Bergsma–Dassios tau","pct_missing_influencing",100
5,2,"Bergsma–Dassios tau","pct_included_noninfluencing",0
5,2,"Bergsma–Dassios tau","n_selected",0
5,3,"Bergsma–Dassios tau","time_sec",0
5,3,"Bergsma–Dassios tau","memory_delta_gc_units",553
5,3,"Bergsma–Dassios tau","model_object_size_bytes",23264
5,3,"Bergsma–Dassios tau","tanimoto_distance",0.846153846153846
5,3,"Bergsma–Dassios tau","pct_true_influencing_found",16.6666666666667
5,3,"Bergsma–Dassios tau","pct_true_noninfluencing_found",90.9090909090909
5,3,"Bergsma–Dassios tau","pct_missing_influencing",83.3333333333333
5,3,"Bergsma–Dassios tau","pct_included_noninfluencing",9.09090909090909
5,3,"Bergsma–Dassios tau","n_selected",3
5,4,"Bergsma–Dassios tau","time_sec",0
5,4,"Bergsma–Dassios tau","memory_delta_gc_units",369
5,4,"Bergsma–Dassios tau","model_object_size_bytes",15840
5,4,"Bergsma–Dassios tau","tanimoto_distance",1
5,4,"Bergsma–Dassios tau","pct_true_influencing_found",0
5,4,"Bergsma–Dassios tau","pct_true_noninfluencing_found",100
5,4,"Bergsma–Dassios tau","pct_missing_influencing",100
5,4,"Bergsma–Dassios tau","pct_included_noninfluencing",0
5,4,"Bergsma–Dassios tau","n_selected",0
5,5,"Bergsma–Dassios tau","time_sec",0
5,5,"Bergsma–Dassios tau","memory_delta_gc_units",701
5,5,"Bergsma–Dassios tau","model_object_size_bytes",27856
5,5,"Bergsma–Dassios tau","tanimoto_distance",0.692307692307692
5,5,"Bergsma–Dassios tau","pct_true_influencing_found",33.3333333333333
5,5,"Bergsma–Dassios tau","pct_true_noninfluencing_found",90.9090909090909
5,5,"Bergsma–Dassios tau","pct_missing_influencing",66.6666666666667
5,5,"Bergsma–Dassios tau","pct_included_noninfluencing",9.09090909090909
5,5,"Bergsma–Dassios tau","n_selected",5
6,1,"Distance correlation","time_sec",0
6,1,"Distance correlation","memory_delta_gc_units",558
6,1,"Distance correlation","model_object_size_bytes",23264
6,1,"Distance correlation","tanimoto_distance",0.846153846153846
6,1,"Distance correlation","pct_true_influencing_found",16.6666666666667
6,1,"Distance correlation","pct_true_noninfluencing_found",90.9090909090909
6,1,"Distance correlation","pct_missing_influencing",83.3333333333333
6,1,"Distance correlation","pct_included_noninfluencing",9.09090909090909
6,1,"Distance correlation","n_selected",3
6,2,"Distance correlation","time_sec",0
6,2,"Distance correlation","memory_delta_gc_units",2026
6,2,"Distance correlation","model_object_size_bytes",71352
6,2,"Distance correlation","tanimoto_distance",0.478260869565217
6,2,"Distance correlation","pct_true_influencing_found",100
6,2,"Distance correlation","pct_true_noninfluencing_found",0
6,2,"Distance correlation","pct_missing_influencing",0
6,2,"Distance correlation","pct_included_noninfluencing",100
6,2,"Distance correlation","n_selected",23
6,3,"Distance correlation","time_sec",0
6,3,"Distance correlation","memory_delta_gc_units",558
