"metric_id","rule_id","metric_name","indicator","value"
1,1,"Pearson correlation","time_sec",0
1,1,"Pearson correlation","memory_delta_gc_units",858
1,1,"Pearson correlation","model_object_size_bytes",30464
1,1,"Pearson correlation","tanimoto_distance",0.980769230769231
1,1,"Pearson correlation","pct_true_influencing_found",2
1,1,"Pearson correlation","pct_true_noninfluencing_found",93.1034482758621
1,1,"Pearson correlation","pct_missing_influencing",98
1,1,"Pearson correlation","pct_included_noninfluencing",6.89655172413793
1,1,"Pearson correlation","n_selected",3
1,2,"Pearson correlation","time_sec",0
1,2,"Pearson correlation","memory_delta_gc_units",2284
1,2,"Pearson correlation","model_object_size_bytes",63440
1,2,"Pearson correlation","tanimoto_distance",0.839285714285714
1,2,"Pearson correlation","pct_true_influencing_found",18
1,2,"Pearson correlation","pct_true_noninfluencing_found",79.3103448275862
1,2,"Pearson correlation","pct_missing_influencing",82
1,2,"Pearson correlation","pct_included_noninfluencing",20.6896551724138
1,2,"Pearson correlation","n_selected",15
1,3,"Pearson correlation","time_sec",0
1,3,"Pearson correlation","memory_delta_gc_units",1487
1,3,"Pearson correlation","model_object_size_bytes",44592
1,3,"Pearson correlation","tanimoto_distance",0.925925925925926
1,3,"Pearson correlation","pct_true_influencing_found",8
1,3,"Pearson correlation","pct_true_noninfluencing_found",86.2068965517241
1,3,"Pearson correlation","pct_missing_influencing",92
1,3,"Pearson correlation","pct_included_noninfluencing",13.7931034482759
1,3,"Pearson correlation","n_selected",8
1,4,"Pearson correlation","time_sec",0.0300000000002001
1,4,"Pearson correlation","memory_delta_gc_units",519
1,4,"Pearson correlation","model_object_size_bytes",21840
1,4,"Pearson correlation","tanimoto_distance",1
1,4,"Pearson correlation","pct_true_influencing_found",0
1,4,"Pearson correlation","pct_true_noninfluencing_found",100
1,4,"Pearson correlation","pct_missing_influencing",100
1,4,"Pearson correlation","pct_included_noninfluencing",0
1,4,"Pearson correlation","n_selected",0
1,5,"Pearson correlation","time_sec",0
1,5,"Pearson correlation","memory_delta_gc_units",3060
1,5,"Pearson correlation","model_object_size_bytes",80960
1,5,"Pearson correlation","tanimoto_distance",0.816666666666667
1,5,"Pearson correlation","pct_true_influencing_found",22
1,5,"Pearson correlation","pct_true_noninfluencing_found",65.5172413793103
1,5,"Pearson correlation","pct_missing_influencing",78
1,5,"Pearson correlation","pct_included_noninfluencing",34.4827586206897
1,5,"Pearson correlation","n_selected",21
2,1,"Spearman correlation","time_sec",0.0199999999999818
2,1,"Spearman correlation","memory_delta_gc_units",858
2,1,"Spearman correlation","model_object_size_bytes",30464
2,1,"Spearman correlation","tanimoto_distance",0.96078431372549
2,1,"Spearman correlation","pct_true_influencing_found",4
2,1,"Spearman correlation","pct_true_noninfluencing_found",96.551724137931
2,1,"Spearman correlation","pct_missing_influencing",96
2,1,"Spearman correlation","pct_included_noninfluencing",3.44827586206897
2,1,"Spearman correlation","n_selected",3
2,2,"Spearman correlation","time_sec",0
2,2,"Spearman correlation","memory_delta_gc_units",1945
2,2,"Spearman correlation","model_object_size_bytes",55392
2,2,"Spearman correlation","tanimoto_distance",0.872727272727273
2,2,"Spearman correlation","pct_true_influencing_found",14
2,2,"Spearman correlation","pct_true_noninfluencing_found",82.7586206896552
2,2,"Spearman correlation","pct_missing_influencing",86
2,2,"Spearman correlation","pct_included_noninfluencing",17.2413793103448
2,2,"Spearman correlation","n_selected",12
2,3,"Spearman correlation","time_sec",0.0199999999999818
2,3,"Spearman correlation","memory_delta_gc_units",1487
2,3,"Spearman correlation","model_object_size_bytes",44592
2,3,"Spearman correlation","tanimoto_distance",0.884615384615385
2,3,"Spearman correlation","pct_true_influencing_found",12
2,3,"Spearman correlation","pct_true_noninfluencing_found",93.1034482758621
2,3,"Spearman correlation","pct_missing_influencing",88
2,3,"Spearman correlation","pct_included_noninfluencing",6.89655172413793
2,3,"Spearman correlation","n_selected",8
2,4,"Spearman correlation","time_sec",0.0500000000001819
2,4,"Spearman correlation","memory_delta_gc_units",519
2,4,"Spearman correlation","model_object_size_bytes",21840
2,4,"Spearman correlation","tanimoto_distance",1
2,4,"Spearman correlation","pct_true_influencing_found",0
2,4,"Spearman correlation","pct_true_noninfluencing_found",100
2,4,"Spearman correlation","pct_missing_influencing",100
2,4,"Spearman correlation","pct_included_noninfluencing",0
2,4,"Spearman correlation","n_selected",0
2,5,"Spearman correlation","time_sec",0
2,5,"Spearman correlation","memory_delta_gc_units",2803
2,5,"Spearman correlation","model_object_size_bytes",75152
2,5,"Spearman correlation","tanimoto_distance",0.789473684210526
2,5,"Spearman correlation","pct_true_influencing_found",24
2,5,"Spearman correlation","pct_true_noninfluencing_found",75.8620689655172
2,5,"Spearman correlation","pct_missing_influencing",76
2,5,"Spearman correlation","pct_included_noninfluencing",24.1379310344828
2,5,"Spearman correlation","n_selected",19
3,1,"Kendall tau","time_sec",0
3,1,"Kendall tau","memory_delta_gc_units",858
3,1,"Kendall tau","model_object_size_bytes",30464
3,1,"Kendall tau","tanimoto_distance",0.96078431372549
3,1,"Kendall tau","pct_true_influencing_found",4
3,1,"Kendall tau","pct_true_noninfluencing_found",96.551724137931
3,1,"Kendall tau","pct_missing_influencing",96
3,1,"Kendall tau","pct_included_noninfluencing",3.44827586206897
3,1,"Kendall tau","n_selected",3
3,2,"Kendall tau","time_sec",0
3,2,"Kendall tau","memory_delta_gc_units",1106
3,2,"Kendall tau","model_object_size_bytes",35856
3,2,"Kendall tau","tanimoto_distance",0.92156862745098
3,2,"Kendall tau","pct_true_influencing_found",8
3,2,"Kendall tau","pct_true_noninfluencing_found",96.551724137931
3,2,"Kendall tau","pct_missing_influencing",92
3,2,"Kendall tau","pct_included_noninfluencing",3.44827586206897
3,2,"Kendall tau","n_selected",5
3,3,"Kendall tau","time_sec",0
3,3,"Kendall tau","memory_delta_gc_units",1487
3,3,"Kendall tau","model_object_size_bytes",44592
3,3,"Kendall tau","tanimoto_distance",0.884615384615385
3,3,"Kendall tau","pct_true_influencing_found",12
3,3,"Kendall tau","pct_true_noninfluencing_found",93.1034482758621
3,3,"Kendall tau","pct_missing_influencing",88
3,3,"Kendall tau","pct_included_noninfluencing",6.89655172413793
3,3,"Kendall tau","n_selected",8
3,4,"Kendall tau","time_sec",0.0599999999999454
3,4,"Kendall tau","memory_delta_gc_units",519
3,4,"Kendall tau","model_object_size_bytes",21840
3,4,"Kendall tau","tanimoto_distance",1
3,4,"Kendall tau","pct_true_influencing_found",0
3,4,"Kendall tau","pct_true_noninfluencing_found",100
3,4,"Kendall tau","pct_missing_influencing",100
3,4,"Kendall tau","pct_included_noninfluencing",0
3,4,"Kendall tau","n_selected",0
3,5,"Kendall tau","time_sec",0
3,5,"Kendall tau","memory_delta_gc_units",3190
3,5,"Kendall tau","model_object_size_bytes",83888
3,5,"Kendall tau","tanimoto_distance",0.758620689655172
3,5,"Kendall tau","pct_true_influencing_found",28
3,5,"Kendall tau","pct_true_noninfluencing_found",72.4137931034483
3,5,"Kendall tau","pct_missing_influencing",72
3,5,"Kendall tau","pct_included_noninfluencing",27.5862068965517
3,5,"Kendall tau","n_selected",22
4,1,"Hoeffding's D","time_sec",0
4,1,"Hoeffding's D","memory_delta_gc_units",858
4,1,"Hoeffding's D","model_object_size_bytes",30464
4,1,"Hoeffding's D","tanimoto_distance",0.96078431372549
4,1,"Hoeffding's D","pct_true_influencing_found",4
4,1,"Hoeffding's D","pct_true_noninfluencing_found",96.551724137931
4,1,"Hoeffding's D","pct_missing_influencing",96
4,1,"Hoeffding's D","pct_included_noninfluencing",3.44827586206897
4,1,"Hoeffding's D","n_selected",3
4,2,"Hoeffding's D","time_sec",0
4,2,"Hoeffding's D","memory_delta_gc_units",519
4,2,"Hoeffding's D","model_object_size_bytes",21840
4,2,"Hoeffding's D","tanimoto_distance",1
4,2,"Hoeffding's D","pct_true_influencing_found",0
4,2,"Hoeffding's D","pct_true_noninfluencing_found",100
4,2,"Hoeffding's D","pct_missing_influencing",100
4,2,"Hoeffding's D","pct_included_noninfluencing",0
4,2,"Hoeffding's D","n_selected",0
4,3,"Hoeffding's D","time_sec",0
4,3,"Hoeffding's D","memory_delta_gc_units",1482
4,3,"Hoeffding's D","model_object_size_bytes",44592
4,3,"Hoeffding's D","tanimoto_distance",0.905660377358491
4,3,"Hoeffding's D","pct_true_influencing_found",10
4,3,"Hoeffding's D","pct_true_noninfluencing_found",89.6551724137931
4,3,"Hoeffding's D","pct_missing_influencing",90
4,3,"Hoeffding's D","pct_included_noninfluencing",10.3448275862069
4,3,"Hoeffding's D","n_selected",8
4,4,"Hoeffding's D","time_sec",0.120000000000346
4,4,"Hoeffding's D","memory_delta_gc_units",519
4,4,"Hoeffding's D","model_object_size_bytes",21840
4,4,"Hoeffding's D","tanimoto_distance",1
4,4,"Hoeffding's D","pct_true_influencing_found",0
4,4,"Hoeffding's D","pct_true_noninfluencing_found",100
4,4,"Hoeffding's D","pct_missing_influencing",100
4,4,"Hoeffding's D","pct_included_noninfluencing",0
4,4,"Hoeffding's D","n_selected",0
4,5,"Hoeffding's D","time_sec",0
4,5,"Hoeffding's D","memory_delta_gc_units",2052
4,5,"Hoeffding's D","model_object_size_bytes",58080
4,5,"Hoeffding's D","tanimoto_distance",0.875
4,5,"Hoeffding's D","pct_true_influencing_found",14
4,5,"Hoeffding's D","pct_true_noninfluencing_found",79.3103448275862
4,5,"Hoeffding's D","pct_missing_influencing",86
4,5,"Hoeffding's D","pct_included_noninfluencing",20.6896551724138
4,5,"Hoeffding's D","n_selected",13
5,1,"Bergsma–Dassios tau","time_sec",0.0199999999999818
5,1,"Bergsma–Dassios tau","memory_delta_gc_units",858
5,1,"Bergsma–Dassios tau","model_object_size_bytes",30464
5,1,"Bergsma–Dassios tau","tanimoto_distance",0.96078431372549
5,1,"Bergsma–Dassios tau","pct_true_influencing_found",4
5,1,"Bergsma–Dassios tau","pct_true_noninfluencing_found",96.551724137931
5,1,"Bergsma–Dassios tau","pct_missing_influencing",96
5,1,"Bergsma–Dassios tau","pct_included_noninfluencing",3.44827586206897
