"metric_id","rule_id","metric_name","indicator","value"
1,1,"Pearson correlation","time_sec",0
1,1,"Pearson correlation","memory_delta_gc_units",478
1,1,"Pearson correlation","model_object_size_bytes",20912
1,1,"Pearson correlation","tanimoto_distance",0.894736842105263
1,1,"Pearson correlation","pct_true_influencing_found",11.1111111111111
1,1,"Pearson correlation","pct_true_noninfluencing_found",88.8888888888889
1,1,"Pearson correlation","pct_missing_influencing",88.8888888888889
1,1,"Pearson correlation","pct_included_noninfluencing",11.1111111111111
1,1,"Pearson correlation","n_selected",3
1,2,"Pearson correlation","time_sec",0
1,2,"Pearson correlation","memory_delta_gc_units",1287
1,2,"Pearson correlation","model_object_size_bytes",52184
1,2,"Pearson correlation","tanimoto_distance",0.541666666666667
1,2,"Pearson correlation","pct_true_influencing_found",61.1111111111111
1,2,"Pearson correlation","pct_true_noninfluencing_found",33.3333333333333
1,2,"Pearson correlation","pct_missing_influencing",38.8888888888889
1,2,"Pearson correlation","pct_included_noninfluencing",66.6666666666667
1,2,"Pearson correlation","n_selected",17
1,3,"Pearson correlation","time_sec",0
1,3,"Pearson correlation","memory_delta_gc_units",486
1,3,"Pearson correlation","model_object_size_bytes",20912
1,3,"Pearson correlation","tanimoto_distance",0.894736842105263
1,3,"Pearson correlation","pct_true_influencing_found",11.1111111111111
1,3,"Pearson correlation","pct_true_noninfluencing_found",88.8888888888889
1,3,"Pearson correlation","pct_missing_influencing",88.8888888888889
1,3,"Pearson correlation","pct_included_noninfluencing",11.1111111111111
1,3,"Pearson correlation","n_selected",3
1,4,"Pearson correlation","time_sec",0
1,4,"Pearson correlation","memory_delta_gc_units",345
1,4,"Pearson correlation","model_object_size_bytes",13872
1,4,"Pearson correlation","tanimoto_distance",1
1,4,"Pearson correlation","pct_true_influencing_found",0
1,4,"Pearson correlation","pct_true_noninfluencing_found",100
1,4,"Pearson correlation","pct_missing_influencing",100
1,4,"Pearson correlation","pct_included_noninfluencing",0
1,4,"Pearson correlation","n_selected",0
1,5,"Pearson correlation","time_sec",0
1,5,"Pearson correlation","memory_delta_gc_units",641
1,5,"Pearson correlation","model_object_size_bytes",27488
1,5,"Pearson correlation","tanimoto_distance",0.8
1,5,"Pearson correlation","pct_true_influencing_found",22.2222222222222
1,5,"Pearson correlation","pct_true_noninfluencing_found",77.7777777777778
1,5,"Pearson correlation","pct_missing_influencing",77.7777777777778
1,5,"Pearson correlation","pct_included_noninfluencing",22.2222222222222
1,5,"Pearson correlation","n_selected",6
2,1,"Spearman correlation","time_sec",0
2,1,"Spearman correlation","memory_delta_gc_units",486
2,1,"Spearman correlation","model_object_size_bytes",20912
2,1,"Spearman correlation","tanimoto_distance",0.95
2,1,"Spearman correlation","pct_true_influencing_found",5.55555555555556
2,1,"Spearman correlation","pct_true_noninfluencing_found",77.7777777777778
2,1,"Spearman correlation","pct_missing_influencing",94.4444444444444
2,1,"Spearman correlation","pct_included_noninfluencing",22.2222222222222
2,1,"Spearman correlation","n_selected",3
2,2,"Spearman correlation","time_sec",0
2,2,"Spearman correlation","memory_delta_gc_units",1045
2,2,"Spearman correlation","model_object_size_bytes",43128
2,2,"Spearman correlation","tanimoto_distance",0.708333333333333
2,2,"Spearman correlation","pct_true_influencing_found",38.8888888888889
2,2,"Spearman correlation","pct_true_noninfluencing_found",33.3333333333333
2,2,"Spearman correlation","pct_missing_influencing",61.1111111111111
2,2,"Spearman correlation","pct_included_noninfluencing",66.6666666666667
2,2,"Spearman correlation","n_selected",13
2,3,"Spearman correlation","time_sec",0
2,3,"Spearman correlation","memory_delta_gc_units",486
2,3,"Spearman correlation","model_object_size_bytes",20912
2,3,"Spearman correlation","tanimoto_distance",0.95
2,3,"Spearman correlation","pct_true_influencing_found",5.55555555555556
2,3,"Spearman correlation","pct_true_noninfluencing_found",77.7777777777778
2,3,"Spearman correlation","pct_missing_influencing",94.4444444444444
2,3,"Spearman correlation","pct_included_noninfluencing",22.2222222222222
2,3,"Spearman correlation","n_selected",3
2,4,"Spearman correlation","time_sec",0
2,4,"Spearman correlation","memory_delta_gc_units",345
2,4,"Spearman correlation","model_object_size_bytes",13872
2,4,"Spearman correlation","tanimoto_distance",1
2,4,"Spearman correlation","pct_true_influencing_found",0
2,4,"Spearman correlation","pct_true_noninfluencing_found",100
2,4,"Spearman correlation","pct_missing_influencing",100
2,4,"Spearman correlation","pct_included_noninfluencing",0
2,4,"Spearman correlation","n_selected",0
2,5,"Spearman correlation","time_sec",0.0100000000002183
2,5,"Spearman correlation","memory_delta_gc_units",601
2,5,"Spearman correlation","model_object_size_bytes",25280
